loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_util,total_acc,addr_state,issue_d,is_default
LC001644,5000,60,17.11,124.56,D,D2,5 years,RENT,74213,Late (31-120 days),debt_consolidation,0.52,0,26,0,58.3,27,TX,2020-03-01,1
LC001645,12000,36,11.68,396.74,B,B2,6 years,MORTGAGE,26643,Fully Paid,home_improvement,14.22,0,6,0,10.9,16,WI,2019-05-01,0
LC001646,20000,36,17.62,719.24,D,D5,5 years,RENT,51487,Charged Off,debt_consolidation,23.85,1,22,0,53.4,30,WI,2019-01-01,1
LC001647,12000,60,7.95,243.03,A,A3,9 years,RENT,56606,Current,credit_card,28.29,2,8,0,3.0,8,TN,2020-01-01,0
LC001648,15000,60,14.43,352.38,C,C5,10+ years,MORTGAGE,98302,Fully Paid,home_improvement,12.62,1,18,0,25.3,26,MD,2021-05-01,0
LC001649,35000,60,10.56,753.33,B,B3,< 1 year,OWN,52793,Current,major_purchase,24.59,0,26,0,36.4,37,OH,2022-08-01,0
LC001650,40000,36,21.49,1517.08,E,E5,10+ years,MORTGAGE,80344,Default,credit_card,39.87,0,17,0,36.0,28,OH,2021-01-01,1
LC001651,5000,36,5.57,151.14,A,A5,3 years,RENT,75656,Fully Paid,small_business,42.85,0,28,0,47.7,34,FL,2021-01-01,0
LC001652,35000,36,14.07,1197.41,C,C2,9 years,RENT,94175,Fully Paid,other,6.95,0,14,0,92.5,27,NY,2022-10-01,0
LC001653,40000,36,18.83,1462.81,D,D3,4 years,MORTGAGE,90420,Fully Paid,medical,22.82,0,17,0,72.6,32,MI,2017-08-01,0
LC001654,12000,36,7.66,374.16,A,A2,4 years,MORTGAGE,31464,Fully Paid,medical,5.82,0,17,0,81.6,17,NC,2015-05-01,0
LC001655,5000,36,20.75,187.73,D,D1,8 years,RENT,71305,Current,debt_consolidation,31.83,1,20,0,16.2,35,MI,2020-10-01,0
LC001656,40000,36,27.8,1650.22,F,F2,6 years,OWN,88545,Current,credit_card,9.77,1,29,0,88.0,35,IL,2022-09-01,0
LC001657,30000,36,17.66,1079.46,D,D5,5 years,RENT,33110,Default,debt_consolidation,11.59,2,23,0,99.7,39,WA,2021-06-01,1
LC001658,35000,36,5.12,1050.87,A,A3,1 year,OTHER,69866,Fully Paid,credit_card,36.45,5,4,0,21.0,11,MA,2022-04-01,0
LC001659,5000,60,16.07,121.78,C,C2,4 years,MORTGAGE,99930,Fully Paid,small_business,30.8,0,14,0,82.9,14,IN,2017-07-01,0
LC001660,10000,60,13.48,230.0,C,C4,< 1 year,MORTGAGE,73308,Charged Off,debt_consolidation,26.3,1,11,0,24.5,31,NJ,2021-01-01,1
LC001661,30000,36,8.16,942.31,A,A3,9 years,OWN,62026,Fully Paid,major_purchase,1.33,0,3,0,55.1,20,TX,2021-01-01,0
LC001662,25000,36,6.4,765.09,A,A3,4 years,RENT,57141,Fully Paid,debt_consolidation,31.53,0,13,0,33.8,13,MD,2020-10-01,0
LC001663,15000,60,5.51,286.59,A,A5,7 years,RENT,45004,Current,major_purchase,8.01,0,13,0,91.1,22,IL,2015-05-01,0
LC001664,25000,36,18.95,915.77,D,D3,5 years,MORTGAGE,107333,Current,other,17.37,0,12,0,20.1,30,MI,2016-07-01,0
LC001665,25000,36,19.94,928.33,D,D4,< 1 year,OWN,140165,Late (31-120 days),credit_card,38.92,0,29,1,53.3,43,NC,2016-02-01,1
LC001666,30000,60,23.61,856.26,E,E4,2 years,OTHER,53293,Charged Off,credit_card,20.25,0,13,0,47.3,15,PA,2019-10-01,1
LC001667,30000,36,10.08,969.14,B,B3,10+ years,MORTGAGE,49380,Fully Paid,credit_card,0.12,0,23,0,38.9,25,IN,2022-06-01,0
LC001668,12000,60,32.11,403.94,G,G5,< 1 year,MORTGAGE,93569,Default,debt_consolidation,5.3,0,18,2,98.9,22,GA,2015-01-01,1
LC001669,15000,36,16.1,528.1,C,C5,5 years,MORTGAGE,42239,Fully Paid,small_business,17.13,0,20,0,85.4,30,TN,2018-07-01,0
LC001670,25000,36,25.76,1004.07,F,F1,4 years,RENT,103647,Current,debt_consolidation,26.47,0,26,1,26.7,45,MA,2022-01-01,0
LC001671,30000,36,9.2,956.79,B,B1,6 years,RENT,50600,Fully Paid,credit_card,12.5,0,26,1,48.8,35,MI,2018-07-01,0
LC001672,20000,60,18.75,516.06,D,D4,7 years,OWN,85594,Current,debt_consolidation,5.49,0,27,0,49.9,29,NC,2017-08-01,0
LC001673,15000,60,13.69,346.62,C,C3,9 years,OWN,62199,Fully Paid,debt_consolidation,28.48,0,25,0,87.0,41,PA,2016-06-01,0
LC001674,20000,36,16.69,709.97,C,C1,2 years,MORTGAGE,109155,Fully Paid,debt_consolidation,21.73,0,29,0,11.0,43,WA,2021-01-01,0
LC001675,30000,60,14.97,713.23,C,C2,1 year,OWN,96617,Fully Paid,credit_card,35.41,0,17,0,39.9,28,TN,2021-07-01,0
LC001676,25000,36,32.52,1096.09,G,G1,2 years,RENT,92131,Late (31-120 days),credit_card,41.7,0,14,0,57.3,31,IN,2022-09-01,1
LC001677,40000,36,16.31,1412.41,C,C2,4 years,MORTGAGE,57446,Fully Paid,credit_card,21.03,0,23,0,78.5,31,TX,2015-07-01,0
LC001678,12000,36,9.36,383.61,B,B4,< 1 year,RENT,86190,Fully Paid,debt_consolidation,31.33,5,29,1,24.2,29,NY,2016-02-01,0
LC001679,20000,36,18.16,724.65,D,D4,8 years,OWN,49714,Current,credit_card,6.91,0,13,0,19.3,32,MA,2019-06-01,0
LC001680,7500,60,10.31,160.5,B,B1,9 years,MORTGAGE,38765,Fully Paid,medical,43.6,3,22,0,87.7,28,MO,2020-12-01,0
LC001681,5000,60,19.4,130.81,D,D1,8 years,MORTGAGE,40733,Default,credit_card,33.75,5,27,0,73.5,31,NC,2021-10-01,1
LC001682,10000,36,12.44,334.25,B,B2,6 years,MORTGAGE,91381,Fully Paid,credit_card,37.64,0,21,0,43.4,39,WI,2015-02-01,0
LC001683,10000,60,17.75,252.58,D,D4,9 years,MORTGAGE,36610,Default,major_purchase,42.98,0,6,1,12.4,17,NY,2015-11-01,1
LC001684,10000,36,17.38,358.42,D,D4,4 years,MORTGAGE,90262,Charged Off,debt_consolidation,15.15,0,23,0,60.2,34,TX,2017-05-01,1
LC001685,30000,36,12.78,1007.64,B,B3,8 years,RENT,50592,Fully Paid,debt_consolidation,26.79,0,12,0,27.4,17,TX,2017-05-01,0
LC001686,10000,36,28.42,415.91,F,F1,5 years,RENT,85186,Fully Paid,credit_card,28.78,2,22,0,2.4,30,NC,2015-05-01,0
LC001687,20000,60,5.97,386.38,A,A5,7 years,RENT,69314,Fully Paid,debt_consolidation,41.79,1,18,0,64.3,33,AZ,2020-06-01,0
LC001688,25000,36,12.57,837.18,B,B4,3 years,RENT,41442,Current,credit_card,11.12,0,27,0,87.0,46,NC,2017-08-01,0
LC001689,5000,36,30.89,214.7,G,G3,10+ years,RENT,47337,Late (31-120 days),debt_consolidation,38.46,0,22,0,33.1,27,MI,2022-08-01,1
LC001690,30000,60,23.75,858.69,E,E5,2 years,MORTGAGE,71332,Current,debt_consolidation,4.93,5,14,0,56.7,25,NJ,2022-11-01,0
LC001691,20000,36,21.18,755.35,E,E1,1 year,OWN,49704,Charged Off,other,32.27,1,9,0,87.7,21,NC,2019-05-01,1
LC001692,5000,60,18.85,129.29,D,D5,6 years,MORTGAGE,50559,Late (31-120 days),major_purchase,6.76,2,17,0,50.0,27,PA,2022-09-01,1
LC001693,12000,36,16.0,421.88,C,C4,5 years,MORTGAGE,27856,Current,medical,9.81,0,21,0,6.0,34,OH,2017-06-01,0
LC001694,30000,36,15.63,1049.24,C,C4,5 years,RENT,53726,Current,medical,43.38,0,10,0,80.3,30,OH,2018-03-01,0
LC001695,12000,36,10.86,392.07,B,B4,8 years,RENT,48346,Fully Paid,small_business,22.28,0,27,0,98.9,38,FL,2022-07-01,0
LC001696,12000,60,18.79,309.9,D,D5,9 years,OWN,128515,Fully Paid,credit_card,14.16,0,29,0,27.2,37,IL,2016-01-01,0
LC001697,20000,60,21.79,549.99,E,E3,4 years,RENT,62344,Charged Off,debt_consolidation,28.85,0,15,0,27.3,24,IL,2021-05-01,1
LC001698,35000,36,13.06,1180.3,C,C4,1 year,RENT,64102,Fully Paid,debt_consolidation,35.06,0,27,0,89.2,33,WI,2017-03-01,0
LC001699,20000,36,5.22,601.4,A,A3,2 years,MORTGAGE,102599,Fully Paid,credit_card,24.56,0,9,0,65.6,24,WA,2022-11-01,0
LC001700,15000,60,29.89,484.29,G,G5,4 years,RENT,126004,Late (31-120 days),debt_consolidation,41.82,1,24,1,63.4,30,IN,2021-09-01,1
LC001701,10000,36,20.17,372.5,D,D1,5 years,MORTGAGE,44108,Fully Paid,credit_card,16.97,0,30,0,80.7,34,NJ,2022-12-01,0
LC001702,10000,36,13.22,338.0,C,C3,6 years,MORTGAGE,130408,Fully Paid,other,30.69,0,9,0,68.0,17,NC,2021-07-01,0
LC001703,35000,36,7.01,1080.86,A,A3,6 years,RENT,34845,Current,credit_card,24.7,1,26,0,52.2,41,WI,2017-05-01,0
LC001704,40000,36,31.08,1721.81,G,G1,10+ years,MORTGAGE,129069,Fully Paid,other,19.23,1,16,0,23.0,25,NC,2015-09-01,0
LC001705,15000,36,19.34,552.42,D,D1,8 years,RENT,45902,Fully Paid,credit_card,36.2,0,28,1,49.4,43,WI,2018-11-01,0
LC001706,20000,36,5.02,599.6,A,A2,< 1 year,RENT,39822,Fully Paid,debt_consolidation,6.9,0,14,0,7.3,20,GA,2021-11-01,0
LC001707,7500,36,8.66,237.31,A,A1,2 years,RENT,63986,Fully Paid,credit_card,21.78,0,6,0,34.8,6,GA,2016-11-01,0
LC001708,12000,60,9.7,253.2,B,B5,< 1 year,RENT,55304,Fully Paid,home_improvement,13.23,0,10,0,21.9,26,TN,2016-06-01,0
LC001709,5000,36,17.56,179.66,D,D3,1 year,RENT,98245,Fully Paid,credit_card,43.53,2,30,0,4.7,37,IN,2015-09-01,0
LC001710,5000,36,16.44,176.87,C,C5,2 years,MORTGAGE,41033,Fully Paid,home_improvement,39.17,0,11,0,54.6,15,VA,2017-12-01,0
LC001711,20000,60,5.66,383.5,A,A1,1 year,RENT,34063,Fully Paid,small_business,42.96,1,8,1,49.4,8,FL,2016-07-01,0
LC001712,10000,36,22.33,383.61,E,E4,8 years,OWN,29888,Fully Paid,other,22.82,2,27,0,44.2,27,PA,2017-01-01,0
LC001713,12000,36,15.09,416.51,C,C3,< 1 year,RENT,82070,Fully Paid,debt_consolidation,35.07,0,13,0,32.2,23,CA,2019-09-01,0
LC001714,40000,36,11.94,1327.43,B,B4,3 years,MORTGAGE,65417,Fully Paid,credit_card,25.16,1,3,0,39.3,12,TX,2020-09-01,0
LC001715,30000,36,23.9,1175.41,E,E1,2 years,OWN,59037,Charged Off,credit_card,24.68,0,6,0,54.7,13,IL,2015-06-01,1
LC001716,7500,60,7.39,149.89,A,A2,6 years,MORTGAGE,123785,Fully Paid,debt_consolidation,16.37,0,4,0,6.4,19,NC,2022-02-01,0
LC001717,12000,60,17.36,300.56,D,D3,7 years,MORTGAGE,144213,Late (31-120 days),credit_card,40.24,1,11,0,44.8,30,CA,2019-11-01,1
LC001718,7500,60,8.8,154.96,A,A2,10+ years,OWN,140765,Fully Paid,credit_card,12.35,2,25,0,79.6,37,MA,2022-07-01,0
LC001719,20000,36,12.6,670.03,B,B3,< 1 year,RENT,35607,Fully Paid,credit_card,39.15,0,28,0,88.4,34,MO,2015-05-01,0
LC001720,12000,60,9.24,250.5,B,B4,2 years,OWN,79308,Fully Paid,credit_card,41.28,0,23,0,53.2,39,MD,2022-04-01,0
LC001721,20000,60,8.57,411.01,A,A4,9 years,MORTGAGE,106234,Current,car,28.22,0,11,0,81.6,18,MD,2021-11-01,0
LC001722,12000,36,17.93,433.41,D,D3,4 years,OWN,34948,Fully Paid,other,32.53,0,24,0,71.0,43,NY,2021-11-01,0
LC001723,5000,36,31.76,217.11,G,G4,3 years,MORTGAGE,59626,Late (31-120 days),debt_consolidation,5.99,0,25,0,88.2,35,PA,2021-04-01,1
LC001724,20000,36,15.87,701.86,C,C2,3 years,RENT,37343,Fully Paid,small_business,33.31,2,12,0,87.1,16,NY,2016-02-01,0
LC001725,7500,60,15.13,178.94,C,C3,5 years,OWN,30041,Fully Paid,moving,13.47,2,27,0,23.8,30,VA,2016-03-01,0
LC001726,15000,36,27.38,615.44,F,F3,10+ years,MORTGAGE,179582,Fully Paid,other,22.55,0,11,0,20.4,17,WI,2022-06-01,0
LC001727,7500,60,5.88,144.58,A,A2,< 1 year,OWN,93102,Fully Paid,small_business,12.51,2,8,1,89.8,9,NJ,2022-09-01,0
LC001728,30000,36,7.72,936.22,A,A1,8 years,RENT,102476,Fully Paid,debt_consolidation,44.03,3,12,0,4.7,32,NY,2019-11-01,0
LC001729,12000,60,20.65,322.28,D,D5,< 1 year,RENT,150324,Default,credit_card,27.32,2,7,0,79.6,23,TN,2015-07-01,1
LC001730,12000,36,5.18,360.62,A,A3,5 years,MORTGAGE,54246,Current,credit_card,40.94,1,8,1,48.1,25,WI,2021-09-01,0
LC001731,35000,36,6.49,1072.56,A,A2,6 years,MORTGAGE,32978,Charged Off,debt_consolidation,38.27,0,27,0,60.5,47,MA,2019-03-01,1
LC001732,12000,60,13.68,277.23,C,C3,4 years,RENT,50224,Current,debt_consolidation,31.75,0,16,0,98.0,34,VA,2017-09-01,0
LC001733,30000,60,19.44,785.5,D,D5,5 years,MORTGAGE,80622,Fully Paid,debt_consolidation,7.67,0,13,0,47.8,28,WI,2018-07-01,0
LC001734,7500,36,12.09,249.43,B,B1,9 years,RENT,35820,Fully Paid,debt_consolidation,36.78,0,4,2,34.1,17,CA,2017-09-01,0
LC001735,30000,60,10.57,645.86,B,B4,< 1 year,MORTGAGE,58352,Current,credit_card,40.8,0,5,0,8.7,7,IN,2019-03-01,0
LC001736,35000,36,12.14,1164.84,B,B3,8 years,RENT,53867,Current,medical,28.49,0,14,0,15.7,22,GA,2022-08-01,0
LC001737,30000,60,10.01,637.56,B,B4,6 years,MORTGAGE,15055,Current,other,36.56,1,14,0,75.0,24,NY,2017-03-01,0
LC001738,10000,60,19.36,261.39,D,D3,9 years,MORTGAGE,205987,Fully Paid,credit_card,28.55,0,11,0,76.1,24,NJ,2017-04-01,0
LC001739,5000,36,9.24,159.56,B,B5,9 years,MORTGAGE,80507,Fully Paid,car,11.8,0,21,0,94.1,30,IL,2021-10-01,0
LC001740,12000,36,11.46,395.48,B,B5,3 years,MORTGAGE,77766,Charged Off,debt_consolidation,18.78,0,26,0,16.8,34,TX,2020-03-01,1
LC001741,10000,36,11.6,330.24,B,B4,8 years,MORTGAGE,66782,Current,debt_consolidation,40.59,5,29,0,21.9,45,TX,2019-02-01,0
LC001742,20000,36,13.35,677.26,C,C4,3 years,RENT,40826,Current,debt_consolidation,29.25,0,23,0,43.0,28,CA,2018-02-01,0
LC001743,25000,36,14.83,864.55,C,C2,1 year,RENT,44401,Current,home_improvement,20.87,0,16,0,95.4,28,MI,2020-06-01,0
LC001744,15000,36,8.09,470.67,A,A3,8 years,RENT,22906,Fully Paid,small_business,32.49,0,4,0,62.4,22,NJ,2020-04-01,0
LC001745,7500,36,15.62,262.27,C,C2,3 years,RENT,41292,Fully Paid,debt_consolidation,14.17,1,3,0,14.3,11,CA,2021-03-01,0
LC001746,25000,36,12.73,839.1,B,B3,5 years,MORTGAGE,46354,Current,other,40.7,0,12,0,24.5,20,IL,2022-12-01,0
LC001747,10000,36,15.67,349.94,C,C1,4 years,RENT,90183,Late (31-120 days),debt_consolidation,7.1,1,27,1,50.7,33,MA,2022-02-01,1
LC001748,15000,60,6.43,293.0,A,A3,8 years,MORTGAGE,128785,Fully Paid,credit_card,3.71,0,13,0,6.7,31,NC,2020-07-01,0
LC001749,7500,60,9.68,158.17,B,B3,2 years,RENT,70024,Fully Paid,other,39.29,4,30,0,37.6,47,VA,2020-05-01,0
LC001750,15000,36,8.76,475.32,A,A5,7 years,MORTGAGE,56636,Fully Paid,credit_card,33.69,0,27,0,49.0,47,NJ,2015-12-01,0
LC001751,30000,36,7.8,937.33,A,A3,7 years,OWN,186998,Current,home_improvement,19.05,0,6,0,22.2,15,CA,2022-10-01,0
LC001752,15000,60,19.87,396.32,D,D4,5 years,OWN,115451,Current,small_business,32.02,0,9,1,76.0,21,TN,2020-02-01,0
LC001753,20000,36,10.66,651.56,B,B4,8 years,RENT,51745,Fully Paid,credit_card,18.74,2,16,0,58.2,25,TX,2018-07-01,0
LC001754,7500,36,11.35,246.79,B,B1,5 years,RENT,78595,Fully Paid,debt_consolidation,18.69,0,7,0,37.1,9,IN,2017-06-01,0
LC001755,15000,36,16.04,527.65,C,C1,10+ years,MORTGAGE,122112,Fully Paid,car,39.48,0,20,0,48.2,36,WI,2021-12-01,0
LC001756,40000,60,28.96,1268.7,F,F1,7 years,MORTGAGE,50166,Default,debt_consolidation,8.12,0,21,0,42.2,25,GA,2015-02-01,1
LC001757,40000,60,12.45,898.9,B,B1,6 years,RENT,27686,Fully Paid,debt_consolidation,10.97,5,23,0,52.4,34,GA,2021-01-01,0
LC001758,30000,36,7.48,932.91,A,A4,6 years,OWN,78374,Fully Paid,debt_consolidation,13.02,1,19,0,6.5,28,CA,2015-04-01,0
LC001759,25000,36,12.18,832.51,B,B2,4 years,MORTGAGE,39299,Current,other,5.73,1,28,0,41.3,31,MO,2017-01-01,0
LC001760,25000,60,15.65,603.31,C,C4,10+ years,MORTGAGE,75027,Fully Paid,small_business,25.3,0,23,1,87.5,26,FL,2017-09-01,0
LC001761,25000,60,20.75,672.82,D,D1,3 years,MORTGAGE,58370,Charged Off,major_purchase,13.67,0,5,0,15.8,15,MD,2019-06-01,1
LC001762,12000,60,29.43,384.05,G,G4,2 years,MORTGAGE,54198,Fully Paid,home_improvement,9.04,1,26,0,84.5,40,NJ,2021-08-01,0
LC001763,7500,36,12.43,250.65,B,B2,6 years,OWN,70940,Current,debt_consolidation,17.91,0,30,1,29.2,47,WI,2016-09-01,0
LC001764,25000,36,13.36,846.69,C,C5,8 years,MORTGAGE,74308,Current,debt_consolidation,18.0,0,30,0,41.4,41,IL,2017-03-01,0
LC001765,15000,36,10.19,485.35,B,B5,10+ years,RENT,41226,Fully Paid,home_improvement,30.19,1,11,0,32.0,26,AZ,2021-02-01,0
LC001766,40000,36,14.6,1378.79,C,C4,5 years,RENT,175731,Current,debt_consolidation,19.96,0,9,0,65.1,20,MD,2018-07-01,0
LC001767,20000,60,14.64,472.03,C,C3,10+ years,OWN,59913,Current,debt_consolidation,31.75,0,4,2,43.8,4,IL,2015-04-01,0
LC001768,25000,36,14.91,865.53,C,C5,1 year,RENT,109872,Fully Paid,debt_consolidation,44.03,0,3,0,44.4,12,NC,2018-07-01,0
LC001769,15000,60,16.39,367.89,C,C1,< 1 year,RENT,79613,Current,credit_card,26.5,0,4,0,39.1,18,OH,2018-02-01,0
LC001770,12000,60,5.2,227.56,A,A3,6 years,MORTGAGE,84412,Fully Paid,debt_consolidation,15.92,4,16,0,5.8,21,NJ,2018-02-01,0
LC001771,35000,36,5.06,1049.92,A,A4,4 years,OTHER,93762,Fully Paid,debt_consolidation,4.08,0,6,0,60.8,20,CA,2015-01-01,0
LC001772,12000,60,7.91,242.8,A,A1,8 years,OWN,50429,Fully Paid,credit_card,12.74,1,27,0,82.0,47,TX,2019-02-01,0
LC001773,5000,36,9.5,160.16,B,B5,1 year,OWN,44325,Fully Paid,credit_card,29.71,0,23,0,17.5,43,NY,2016-02-01,0
LC001774,7500,60,6.25,145.87,A,A3,< 1 year,MORTGAGE,33001,Fully Paid,home_improvement,20.18,0,29,0,72.9,36,IL,2018-09-01,0
LC001775,35000,36,10.28,1133.96,B,B4,6 years,RENT,127710,Fully Paid,credit_card,44.79,0,9,0,83.1,9,OH,2022-09-01,0
LC001776,40000,60,11.53,880.31,B,B2,1 year,OWN,59132,Fully Paid,debt_consolidation,39.27,1,25,0,38.5,37,GA,2017-01-01,0
LC001777,30000,36,9.23,957.21,B,B1,1 year,RENT,88759,Fully Paid,credit_card,19.7,0,29,0,7.1,33,MO,2017-01-01,0
LC001778,10000,36,8.34,314.93,A,A4,7 years,RENT,46953,Current,debt_consolidation,9.41,0,17,0,48.2,36,PA,2019-10-01,0
LC001779,25000,36,10.04,807.15,B,B3,7 years,RENT,107781,Current,other,16.36,0,12,0,45.3,17,VA,2022-12-01,0
LC001780,40000,36,17.19,1429.89,D,D5,5 years,RENT,41741,Current,credit_card,5.06,0,6,0,10.3,9,NJ,2021-08-01,0
LC001781,5000,60,13.24,114.38,C,C3,7 years,OWN,97014,Fully Paid,debt_consolidation,18.62,2,20,0,60.9,26,IN,2018-02-01,0
LC001782,20000,36,11.75,661.9,B,B1,7 years,RENT,108917,Fully Paid,debt_consolidation,38.43,1,21,0,30.1,32,IL,2019-06-01,0
LC001783,35000,36,12.3,1167.52,B,B3,8 years,MORTGAGE,79236,Late (31-120 days),other,9.11,0,11,2,73.9,15,MA,2016-07-01,1
LC001784,15000,36,19.89,556.61,D,D4,8 years,MORTGAGE,15000,Fully Paid,other,8.09,2,9,0,2.5,26,VA,2019-08-01,0
LC001785,40000,60,21.36,1090.25,E,E2,1 year,MORTGAGE,87830,Late (31-120 days),credit_card,35.74,4,25,0,51.0,25,WA,2017-06-01,1
LC001786,35000,60,10.27,748.3,B,B1,5 years,RENT,57594,Fully Paid,medical,40.39,2,10,0,76.6,11,GA,2020-07-01,0
LC001787,5000,36,26.79,203.56,F,F5,7 years,RENT,198425,Charged Off,debt_consolidation,36.6,0,15,0,10.0,31,MD,2021-11-01,1
LC001788,20000,36,8.84,634.51,A,A3,6 years,RENT,93994,Current,debt_consolidation,9.46,0,4,0,52.4,21,PA,2018-01-01,0
LC001789,12000,36,13.31,406.12,C,C2,10+ years,MORTGAGE,16992,Fully Paid,credit_card,9.11,0,20,0,4.2,35,PA,2021-03-01,0
LC001790,30000,36,25.32,1197.88,F,F4,< 1 year,OWN,221165,Late (31-120 days),debt_consolidation,4.06,1,10,0,65.2,17,TX,2018-02-01,1
LC001791,20000,36,6.16,609.89,A,A4,6 years,OWN,67149,Current,debt_consolidation,0.12,0,17,0,92.6,29,IL,2017-10-01,0
LC001792,5000,36,6.56,153.38,A,A1,8 years,OWN,164926,Current,credit_card,0.28,0,3,0,44.2,22,NJ,2018-09-01,0
LC001793,35000,36,26.28,1415.4,F,F4,2 years,MORTGAGE,53647,Default,small_business,21.18,3,30,0,90.9,43,VA,2015-03-01,1
LC001794,5000,36,8.2,157.14,A,A2,9 years,RENT,49666,Fully Paid,other,28.9,0,17,0,61.7,28,CA,2017-04-01,0
LC001795,12000,60,12.1,267.54,B,B1,6 years,OWN,47130,Current,major_purchase,22.48,0,17,0,31.7,25,NY,2017-10-01,0
LC001796,35000,36,20.14,1303.22,D,D3,9 years,RENT,66311,Charged Off,other,8.14,0,30,2,35.4,33,MA,2021-09-01,1
LC001797,12000,60,9.54,252.26,B,B4,< 1 year,MORTGAGE,99460,Charged Off,debt_consolidation,33.74,0,10,1,29.5,11,GA,2017-06-01,1
LC001798,15000,36,16.03,527.58,C,C5,2 years,MORTGAGE,48633,Fully Paid,credit_card,41.92,4,24,0,48.2,36,VA,2019-04-01,0
LC001799,7500,36,6.65,230.38,A,A5,8 years,RENT,58664,Fully Paid,other,11.06,0,23,0,31.9,23,NJ,2015-05-01,0
LC001800,7500,36,13.21,253.46,C,C1,< 1 year,MORTGAGE,40072,Current,debt_consolidation,11.39,0,21,0,56.8,23,TN,2016-08-01,0
LC001801,15000,60,7.12,297.87,A,A2,5 years,RENT,88682,Fully Paid,other,14.83,3,27,0,29.4,35,WI,2021-07-01,0
LC001802,35000,36,5.01,1049.14,A,A4,< 1 year,MORTGAGE,51219,Fully Paid,credit_card,19.64,0,19,0,35.6,23,MO,2019-01-01,0
LC001803,30000,36,19.76,1111.24,D,D1,2 years,RENT,92263,Fully Paid,credit_card,19.38,0,20,1,21.7,23,AZ,2018-07-01,0
LC001804,15000,36,12.32,500.51,B,B3,8 years,RENT,49589,Current,major_purchase,42.61,0,22,0,20.9,41,VA,2018-10-01,0
LC001805,35000,60,24.52,1017.47,E,E4,10+ years,OWN,55304,Fully Paid,debt_consolidation,13.06,2,5,0,61.9,24,TN,2019-08-01,0
LC001806,40000,60,14.84,948.24,C,C4,< 1 year,RENT,79200,Default,small_business,3.05,0,29,0,97.7,39,MD,2022-08-01,1
LC001807,25000,36,8.4,788.03,A,A1,10+ years,RENT,54872,Fully Paid,home_improvement,26.13,3,19,1,2.0,22,TN,2020-07-01,0
LC001808,35000,36,10.82,1142.87,B,B4,2 years,MORTGAGE,129131,Fully Paid,small_business,3.08,1,21,0,38.7,37,MA,2017-04-01,0
LC001809,30000,60,5.44,572.2,A,A1,5 years,OWN,76866,Fully Paid,debt_consolidation,6.54,0,18,0,54.9,20,MO,2017-10-01,0
LC001810,40000,60,15.33,958.54,C,C5,8 years,OWN,99207,Current,home_improvement,28.1,0,23,0,10.0,34,MO,2020-06-01,0
LC001811,25000,60,5.09,472.81,A,A3,6 years,RENT,67667,Late (31-120 days),debt_consolidation,36.97,0,22,0,25.5,25,NC,2019-01-01,1
LC001812,25000,36,17.65,899.43,D,D1,5 years,OWN,72514,Current,other,32.98,0,13,0,30.6,27,OH,2019-05-01,0
LC001813,25000,36,16.3,882.63,C,C5,5 years,RENT,63659,Fully Paid,debt_consolidation,14.48,0,26,1,50.9,40,MO,2018-11-01,0
LC001814,40000,36,6.72,1229.97,A,A3,9 years,MORTGAGE,27255,Current,debt_consolidation,36.3,0,20,0,71.5,20,FL,2022-05-01,0
LC001815,30000,36,9.59,962.25,B,B2,< 1 year,RENT,57110,Current,credit_card,34.94,0,6,2,88.1,24,MA,2016-08-01,0
LC001816,40000,60,11.75,884.73,B,B4,4 years,RENT,79376,Fully Paid,small_business,9.48,0,6,0,71.9,20,WA,2017-03-01,0
LC001817,25000,36,6.93,771.13,A,A3,1 year,RENT,30433,Current,debt_consolidation,15.1,0,12,0,46.7,28,PA,2015-11-01,0
LC001818,7500,36,9.12,238.92,B,B1,5 years,RENT,101170,Current,debt_consolidation,28.07,5,10,0,13.5,11,AZ,2021-08-01,0
LC001819,20000,36,9.67,642.25,B,B1,10+ years,RENT,114631,Fully Paid,debt_consolidation,43.48,1,5,0,66.6,16,MO,2016-04-01,0
LC001820,35000,60,28.65,1103.52,F,F4,1 year,RENT,99435,Late (31-120 days),debt_consolidation,25.2,0,13,0,13.3,16,NJ,2016-01-01,1
LC001821,35000,36,12.19,1165.68,B,B3,< 1 year,RENT,50731,Current,vacation,13.02,0,9,0,67.4,27,MO,2021-11-01,0
LC001822,10000,36,14.38,343.62,C,C5,6 years,RENT,61127,Late (31-120 days),debt_consolidation,16.48,0,27,1,87.3,41,VA,2016-10-01,1
LC001823,15000,60,10.34,321.22,B,B3,2 years,OWN,21554,Fully Paid,debt_consolidation,29.09,0,22,2,42.3,27,FL,2018-05-01,0
LC001824,20000,36,12.25,666.68,B,B4,2 years,MORTGAGE,102914,Late (31-120 days),debt_consolidation,5.74,0,11,1,77.4,12,IN,2016-01-01,1
LC001825,35000,60,20.87,944.31,D,D2,7 years,RENT,69631,Fully Paid,credit_card,11.3,0,28,1,55.4,48,FL,2017-07-01,0
LC001826,5000,36,27.62,205.79,F,F2,< 1 year,OWN,127097,Late (31-120 days),debt_consolidation,44.52,0,6,0,19.3,15,CA,2020-01-01,1
